beta,E,C,m,m2,m_sus
100.0,-0.7499999999690227,6.136424701708165e-08,0.4374999997654375,1.5624999986707968,3.125000031273406
50.0,-0.749999364861791,0.0003182721464156657,0.43749528358870765,1.562473237301942,1.5628126001516085
33.333333333333336,-0.7499811025060812,0.004377373924076741,0.4373692302259665,1.5617541801779018,1.0473143930088618
25.0,-0.7498887311047815,0.015139841309519397,0.4367986158725037,1.558470668339062,0.8031605428495403
20.0,-0.7496638175792821,0.030201847184230246,0.43556038916395445,1.5512736757685166,0.6714170979854606
16.666666666666664,-0.7492842566233365,0.04545401146336144,0.4336702114892409,1.5401818648535093,0.5937174364754308
14.285714285714286,-0.7487633119646105,0.05820177665566984,0.431283951270546,1.5260611802509674,0.5430629608955716
12.5,-0.7481313124415594,0.06766227819227089,0.42858749019617637,1.509992676585488,0.5061847820528431
11.11111111111111,-0.7474196414807041,0.07426340442557224,0.4257376440272199,1.4929153487109212,0.4766112930682063
10.0,-0.7466526840807908,0.0788703726231077,0.4228444740305519,1.475507912065455,0.45128318320062366
9.090909090909092,-0.7458460774165432,0.08231652097066387,0.4199750618855713,1.4582002631004765,0.42879856594691657
8.333333333333334,-0.7450081353215567,0.08522020722687461,0.4171645878312747,1.441232339151331,0.40851660356527325
7.692307692307692,-0.7441421727159147,0.08796798550199929,0.4144275131785461,1.4247169557838304,0.39012035653075683
7.142857142857142,-0.7432485984843712,0.09076498188697929,0.4117662648877402,1.4086900437481125,0.3734170610807671
6.666666666666666,-0.7423264153055984,0.09369711270213402,0.4091771056576405,1.3931454640138479,0.35825489105957803
6.25,-0.7413741424902486,0.09678232385568197,0.40665372400354777,1.3780569281776331,0.3444932388125266
5.88235294117647,-0.74039030739315,0.10000560281970196,0.4041892345349632,1.363390725654113,0.33199545377904105
5.5555555555555545,-0.7393736604221461,0.10333986905029119,0.40177717172197525,1.3491124993952022,0.320629631444031
5.2631578947368425,-0.7383232347799117,0.10675683147694774,0.3994118950397871,1.3351904416179916,0.3102712969673706
5.0,-0.7372383316201406,0.11023160446519409,0.39708867722756247,1.3215964796680892,0.300805695047035
4.761904761904762,-0.7361184781209968,0.1137438886268506,0.39480363998993395,1.30830642106978,0.29212908512080427
4.545454545454546,-0.7349633829876622,0.1172775358882031,0.3925536300243333,1.295299620840885,0.2841490967210718
4.3478260869565215,-0.7337728997321172,0.12081955502019406,0.3903360839163341,1.2825584782940154,0.2767843958126082
4.166666666666666,-0.732547000283972,0.12435909870332308,0.38814890450795037,1.2700679180018317,0.26996392265023295
4.0,-0.7312857577872042,0.12788665931880416,0.38599035707912477,1.2578149233749596,0.2636259092415907
3.846153846153846,-0.7299893361228933,0.13139352808456292,0.3838589864296452,1.245788145451994,0.25771682211398983
3.7037037037037033,-0.7286579836224657,0.13487148946280045,0.38175355269403044,1.2339775871007743,0.25219032275801234
3.571428571428571,-0.7272920288998994,0.13831269243121425,0.37967298261513677,1.2223743533795395,0.24700629841624291
3.4482758620689653,-0.7258918773449328,0.1417096373875259,0.37761633295840813,1.2109704560729662,0.2421299887493909
3.3333333333333335,-0.7244580073898408,0.14505522700050125,0.3755827631617724,1.1997586608581674,0.2375312166143706
3.2258064516129035,-0.7229909661132327,0.148342842699345,0.37357151486760143,1.1887323672532788,0.23318372093381398
3.125,-0.7214913640614399,0.1515664213993465,0.3715818965194801,1.1778855134868227,0.2290645841209804
3.0303030303030303,-0.7199598693667936,0.1547205176735634,0.36961327166518415,1.1672125002588636,0.22515374403192073
2.941176470588235,-0.7183972013483578,0.15780034444969782,0.36766504997229676,1.156708128884394,0.2214335797510063
